Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance,Georeference
25-64UGO-CR,STEVEN BAKER DBA COASTAL CONSTRUCTION,COASTAL CONSTRUCTION,Corporation,No,No,None Listed,10779 NORTH RD,NOT APPLICABLE,PERRYSBURG,NY,14129,7163107914,1/29/2025,1/29/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.00215 42.46581)
24-63ASR-CR,STEVEN DUBNER LANDSCAPING INC,DUBNER LANDSCAPING  CONSTRUCTION,Corporation,No,No,None Listed,505 GRAND ST,NOT APPLICABLE,WESTBURY,NY,11590,6317771800,11/22/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.59048 40.75155)
24-648JB-CR,STEVEN E FULLER EXCAVATING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 386,NOT APPLICABLE,KEESEVILLE,NY,12944,5188344617,12/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64X3N-CR,STEVENS SEALCOATING  PAVEMENT MARKING LLC,NO DBA,LLC,No,No,None Listed,PO BOX 309,NOT APPLICABLE,CLIFTON PARK,NY,12065,5183731139,1/17/2025,1/17/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,Unknown
25-64KCP-CR,STEVER ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,35 COMMERCE DR,NOT APPLICABLE,CARMEL,NY,10512,2033005678,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.63974 41.46707)
24-64JBQ-CR,STEWART  STEVENSON POWER PRODUCTS LLC,ATLANTIC DETROIT DIESELALLISON,LLC,No,Yes,Stewart & Stevenson  LLC,180 ROUTE 17 SOUTH,NOT APPLICABLE,LODI,NJ,07644,2014895800,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.06722 40.88371)
24-64YJR-CR,STILL MEADOW NURSERY INC,NO DBA,Corporation,No,No,None Listed,PO BOX 696,NOT APPLICABLE,AUBURN,NY,13021,3152534496,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-634Y5-CR,STILSING ELECTRIC INCORPORATED,NO DBA,Corporation,Yes,No,None Listed,PO BOX 27,NOT APPLICABLE,RENSSELAER,NY,12144,5184634451,11/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,Yes,Yes,No,Unknown
25-64146-CR,STIMM ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,10 KATHERINE ST,NOT APPLICABLE,BUFFALO,NY,14210,7168470353,1/28/2025,1/28/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.85939 42.85659)
25-64OTZ-CR,STIRLINGFORTE JV,NO DBA,Partnership,No,No,None Listed,1770 MOTOR PKWY,NOT APPLICABLE,ISLANDIA,NY,11749,6315898600,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.16781 40.8132)
24-64DO6-CR,STIRLING MECHANICAL LLC,NO DBA,LLC,No,No,None Listed,390 5TH AVE,ROOM 811,NEW YORK,NY,10018,9174172540,12/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.98368 40.74964)
24-64B3Y-CR,ST JOHN ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,12736 NORTHERN BLVD,NOT APPLICABLE,FLUSHING,NY,11368,7186518200,12/16/2024,12/16/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.84269 40.76214)
24-64EEI-CR,STK INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,10 MALLARD DR,NOT APPLICABLE,CENTER MORICHES,NY,11934,6319012256,12/30/2024,12/30/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-72.81495 40.78447)
25-64KCL-CR,STOCKWELL CONSTRUCTION GROUP INC,STOCKWELL CONSTRUCTION,Corporation,No,No,None Listed,PO BOX 470,NOT APPLICABLE,CLARENCE CENTER,NY,14032,7167418125,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64CV1-CR,STOEP FARMS GRAVEL INC,NO DBA,Corporation,No,No,None Listed,200 LAYTON ST,NOT APPLICABLE,LYONS,NY,14489,3155765572,1/9/2025,1/9/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.00765 43.076)
24-64RFH-CR,STOHL REMEDIATION SERVICES INC,NO DBA,Corporation,No,No,None Listed,3860 CALIFORNIA RD,NOT APPLICABLE,ORCHARD PARK,NY,14127,7163120070,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,No,No,No,Yes,No,POINT (-78.78128 42.77951)
25-64UGU-CR,STONCOR GROUP INC,STONHARD DIVISION OF STONCOR GROUP INC,Corporation,No,Yes,"Gregory  Michael, Scott  Kranick",1000 EAST PARK AVE,NOT APPLICABLE,MAPLE SHADE,NJ,08052,8008540310,1/29/2025,1/29/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.99348 39.96133)
25-64ZJ8-CR,STONEBRIDGE CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,11860 223RD ST,NOT APPLICABLE,CAMBRIA HEIGHTS,NY,11411,3476052439,2/10/2025,2/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.73916 40.69116)
25-64K5N-CR,STONEBRIDGE INC,NO DBA,Corporation,No,No,None Listed,3230 HAMILTON BLVD,1ST FLOOR,SOUTH PLAINFIELD,NJ,07080,9087531100,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.4365 40.55909)
24-63SI4-CR,STONE BRIDGE IRON  STEEL INC,NO DBA,Corporation,No,No,None Listed,426 PURINTON RD,NOT APPLICABLE,GANSEVOORT,NY,12831,5186953752,11/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.6152 43.17786)
24-64N4Y-CR,STONEBRIDGE MOSAICS INC,STONEBRIDGE MOSAICS INC,Corporation,Yes,No,None Listed,127 DUPONT ST,NOT APPLICABLE,PLAINVIEW,NY,11803,5165974461,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.46361 40.7976)
24-64YX4-CR,STONE CREEK ELECTRIC LLC,NO DBA,LLC,No,No,None Listed,2076 RT 23B,NOT APPLICABLE,SOUTH CAIRO,NY,12482,5189478796,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.94246 42.2692)
25-64KZ7-CR,STONE INSTALLATIONS LLC,NO DBA,LLC,No,No,None Listed,4305 ROUTE 50,NOT APPLICABLE,SARATOGA SPRINGS,NY,12866,5185841048,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.70655 43.1336)
25-64Q5V-CR,STONEWOLF CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,253 STATE ROUTE 79 N,SUITE B,MORGANVILLE,NY,07751,7183559000,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.24979 40.35363)
25-64TJQ-CR,STONINGTON SERVICES LLC,BRAND SERVICES,LLC,No,No,None Listed,39A KINGS HWY,NOT APPLICABLE,GALES FERRY,CT,06335,8604641991,1/23/2025,1/23/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-72.07882 41.42211)
24-64ELB-CR,STONY POINT HEATING  COOLING LLC,NO DBA,LLC,No,No,None Listed,3 BABCOCK CT,NOT APPLICABLE,STONY POINT,NY,10980,8455584450,12/30/2024,12/30/2026,Active,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.0005 41.22083)
25-64VBP-CR,STORAGE SYSTEMS USA INC,STORAGE SYSTEMS USA INC,Corporation,No,No,None Listed,400 HECKMAN ST,NOT APPLICABLE,PHILLIPSBURG,NJ,08865,9084548990,1/6/2025,1/6/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.18068 40.69345)
24-64NDX-CR,STORINO GEOMATICS LAND SURVEYING SERVICES AND CONSULTING PLLC,STORINO GEOMATICS LAND SURVEYING SERVICES  CONSULTING PLLC,LLC,No,No,None Listed,165 MULLIN ST,NOT APPLICABLE,WATERTOWN,NY,13601,3157880287,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.91482 43.97131)
25-64OTE-CR,STORR TRACTOR COMPANY,NO DBA,Corporation,No,No,None Listed,3191 US 22,NOT APPLICABLE,BRANCHBURG,NY,08876,9087229830,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.692 40.6025)
25-64CDA-CR,STRAIGHT EDGE STRIPING LIMITED LIABILITY COMPANY,NO DBA,LLC,No,No,None Listed,201 WILTON AVE,NOT APPLICABLE,MIDDLESEX,NJ,08846,7323023001,1/8/2025,1/8/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.48234 40.57665)
24-63SBR-CR,STRAIGHT LINE INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,5 ARROWHEAD LN,NOT APPLICABLE,COHOES,NY,12047,5182202000,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.73093 42.8013)
25-641H5-CR,STRAND ELECTRIC CO INC,NO DBA,Corporation,No,No,None Listed,100 MARINE WAY,NOT APPLICABLE,STATEN ISLAND,NY,10306,7184999075,1/28/2025,1/28/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.10218 40.56309)
25-64TDF-CR,STRATEGIC ALARM CONCEPTS I INC,NO DBA,Corporation,Yes,No,None Listed,366 HEMPSTEAD AVE,STRATEGIC ALARM CONCEPTS I  INC  OFFICE,WEST HEMPSTEAD,NY,11552,5164895550,1/22/2025,1/22/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.65144 40.69917)
25-64OPS-CR,STRATFORD SOLUTIONS INC,NO DBA,Corporation,Yes,No,None Listed,101 CRAWFORDS CORNER RD,NOT APPLICABLE,HOLMDEL,NJ,07733,8778892323,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.15784 40.3713)
25-64S8I-CR,STRATIS CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,7 CORPORATE DR,NOT APPLICABLE,PEEKSKILL,NY,10566,9147361808,2/6/2025,2/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.92535 41.30384)
24-64YA6-CR,STREAMLINE DESIGNS LLC,NO DBA,LLC,No,No,None Listed,3475 NIAGARA FALLS BLVD,NOT APPLICABLE,NORTH TONAWANDA,NY,14120,7162552578,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.852 43.07093)
24-64FOU-CR,STREAMLINE SECURITY SERVICES INC,NO DBA,Corporation,Yes,No,None Listed,27907 INDIGO RDG DR,NOT APPLICABLE,FULSHEAR,TX,77441,3472219996,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-95.8597 29.71739)
24-63S1I-CR,STREETER ASSOCIATES INCORPORATED,STREETER ASSOCIATES INCORPORATED,Corporation,No,No,None Listed,PO BOX 118,NOT APPLICABLE,ELMIRA,NY,14902,6077344151,11/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,Unknown
25-64KFO-CR,STRIKER SHEET METAL II CORP,NO DBA,Corporation,No,No,None Listed,8 LAMAR ST,NOT APPLICABLE,WEST BABYLON,NY,11704,6316432460,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.37721 40.73408)
25-64K7Z-CR,STRONG ISLAND ENTERPRISE INC,NO DBA,Corporation,No,No,None Listed,1509 LINCOLN AVE,NOT APPLICABLE,HOLBROOK,NY,11741,6314953911,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.08394 40.78762)
25-64C6S-CR,STRONG TOWER CARPENTRY LLC,NO DBA,LLC,Yes,No,None Listed,303 WOLFS LN,FLR 2,PELHAM,NY,10803,5169029802,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.81218 40.90526)
24-64YOK-CR,STRUCTURAL ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,5903 FISHER RD,NOT APPLICABLE,EAST SYRACUSE,NY,13057,3154630001,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-76.04121 43.05894)
24-64RDL-CR,STRUCTURAL CONTRACTING SERVICES INC,STRUCTURAL CONTRACTING SERVICES INC,Corporation,No,No,None Listed,100 PEARL ST,NOT APPLICABLE,MOUNT VERNON,NY,10550,9146685812,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.85157 40.90768)
24-64FP3-CR,STRUCTURAL PRESERVATION SYSTEMS LLC,NO DBA,LLC,No,No,None Listed,10150 OLD COLUMBIA RD,NOT APPLICABLE,COLUMBIA,MD,21046,4108507000,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.866 39.17653)
25-64XKG-CR,STRUCTURAL SERVICES INC,STRUCTURAL ERECTORS,Corporation,No,No,None Listed,603 GREMAR RD,NOT APPLICABLE,NAZARETH,PA,18064,6108668108,1/16/2025,1/16/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.33756 40.71397)
24-64B8Y-CR,STRUCTURAL SERVICES OF NEW YORK INC,NO DBA,Corporation,No,No,None Listed,1 CIR ST,NOT APPLICABLE,ROCHESTER,NY,14607,5852716440,12/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.58578 43.16127)
24-64EUQ-CR,STRUCTURAL WOOD CORPORATION,UPSTATE DOORS,Corporation,No,No,None Listed,PO BOX 339,NOT APPLICABLE,WADDINGTON,NY,13694,3153885523,12/30/2024,12/30/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-63Z84-CR,STRUCTUREALL LLC,STRUCTUREALL GROUP,LLC,Yes,No,None Listed,2903 MCKINLEY CT,NOT APPLICABLE,NEW WINDSOR,NY,12553,8455670220,11/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.08609 41.45845)
25-64V1N-CR,STRUCTURES HARDSCAPES SPECIALISTS INC,NO DBA,Corporation,No,No,None Listed,117 PEAVEY CIR,NOT APPLICABLE,CHASKA,MN,55318,9529376257,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-93.59981 44.83911)
24-64NKQ-CR,STRUCTURETECH NEW YORK INC,NO DBA,LLC,No,No,None Listed,135 W 41ST ST,FL 5,NEW YORK,NY,10036,3475999800,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.98585 40.75471)
24-64JKR-CR,STRUT SYSTEMS INSTALLATION LLC,NO DBA,LLC,No,No,None Listed,103 SYCAMORE ST,NOT APPLICABLE,BUFFALO,NY,14204,7163326983,12/31/2024,12/31/2026,Active,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.86604 42.88921)
24-63SKX-CR,STS STEEL INC,NO DBA,Corporation,No,No,None Listed,10 RUSH ST,NOT APPLICABLE,SCHENECTADY,NY,12305,5183702693,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No,POINT (-73.93627 42.82268)
24-64DFT-CR,STUDENT LEADERSHIP NETWORK INC,NO DBA,Corporation,No,No,None Listed,322 EIGHTH AVE,4TH FLOOR,NEW YORK,NY,10001,2122073221,12/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.99696 40.74738)
25-64SAJ-CR,STV CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,350 FIFTH AVE,SUITE 1120,NEW YORK,NY,10118,2127774400,2/7/2025,2/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.9848 40.74811)
24-64JNT-CR,SUBSURFACE CONSTRUCTORS INCORPORATED,NO DBA,Corporation,No,No,None Listed,101 ANGELICA ST,NOT APPLICABLE,SAINT LOUIS,MO,63147,3144212460,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-90.19701 38.66892)
24-64JEI-CR,SUBSURFACE TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,40 STONE CASTLE RD,NOT APPLICABLE,ROCK TAVERN,NY,12575,8455670695,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.13363 41.5325)
24-64N9C-CR,SUBURBAN ELECTRIC OF ALBION INC,NO DBA,Corporation,No,No,None Listed,225 E BANK ST,NOT APPLICABLE,ALBION,NY,14411,5857213525,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.18884 43.24762)
24-64NFR-CR,SUBURBAN MAINTENANCE  LANDSCAPING INC,NO DBA,Corporation,No,No,None Listed,65 NEW CASTLE DR,NOT APPLICABLE,MOUNT KISCO,NY,10549,8446667669,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.73445 41.19031)
24-64RLF-CR,SUBURBAN SUN ROOMS INC,FOUR SEASONS SUNROOMS,Corporation,No,No,None Listed,9 NORTH GOODWIN AVE,SUITE 1A,ELMSFORD,NY,10523,9145927455,12/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.81542 41.05405)
24-64JJS-CR,SUFFOLK CONSTRUCTION COMPANY INC,NO DBA,Corporation,No,No,None Listed,50 ROCKEFELLER PLAZA,SUITE 203,NEW YORK,NY,10020,6469528104,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.97841 40.7592)
25-64VXL-CR,SUFFOLK LOCK  SECURITY PROFESSIONALS INC,SL SECURITY PROS,Corporation,No,No,None Listed,430 WEST MONTAUK HWY,NOT APPLICABLE,LINDENHURST,NY,11757,6319572227,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.37381 40.67442)
24-64GK3-CR,SUFFOLK PAVING CORP,NO DBA,Corporation,No,No,None Listed,30 N DUNTON AVE,NOT APPLICABLE,MEDFORD,NY,11763,6316981791,12/24/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-72.97623 40.8467)
24-64YH5-CR,SUITKOTE CORPORATION,NO DBA,Corporation,No,No,None Listed,1911 LORINGS XING RD,NOT APPLICABLE,CORTLAND,NY,13045,6077531100,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Yes,Yes,No,No,Yes,No,POINT (-76.14875 42.62665)
25-64KVG-CR,SUJAN DAS,D  S GENERAL CONTRACTOR,Sole Proprietorship,No,No,None Listed,852 4TH AVE,NOT APPLICABLE,BROOKLYN,NY,11232,3473514274,1/3/2025,1/3/2027,Active,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-74.00129 40.65741)
24-635JU-CR,SULLIVAN CONCRETE INC,NO DBA,Corporation,No,No,None Listed,1936 STATE ROUTE 17B,NOT APPLICABLE,WHITE LAKE,NY,12786,8452504001,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.87991 41.6202)
24-637XR-CR,SULLIVAN CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 502,9362 PARIS HILL ROAD,SAUQUOIT,NY,13456,3157373827,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-635JT-CR,SULLIVAN COUNTY PAVING  CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,1936 STATE ROUTE 17B,NOT APPLICABLE,WHITE LAKE,NY,12786,8452504001,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.87991 41.6202)
25-64XA9-CR,SULLIVAN OVERHEAD DOORS LLC,NO DBA,LLC,No,No,None Listed,10 CREEKSIDE DR,NOT APPLICABLE,JEFFERSONVILLE,NY,12748,8454823277,1/17/2025,1/17/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.94064 41.77149)
24-6376K-CR,SUMMIT ENVIRONMENTAL SERVICES INC,NO DBA,Corporation,No,No,None Listed,6075 CORPORATE DR,NOT APPLICABLE,E. SYRACUSE,NY,13057,3154371418,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.08726 43.10461)
25-64IKV-CR,SUMMIT HEATING  AIR CONDITIONING INC,TKS SERVICES,Corporation,No,No,None Listed,160 E 2ND ST,NOT APPLICABLE,MINEOLA,NY,11501,5167473333,2/4/2025,2/4/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.62789 40.74445)
25-64Z4B-CR,SUMMIT HVAC MECHANICAL INC,NO DBA,Corporation,No,No,None Listed,266 EAST 239TH ST,NOT APPLICABLE,BRONX,NY,11694,7182318249,2/11/2025,2/11/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.86852 40.90022)
25-64QSG-CR,SUMMIT INSULATION INC,NO DBA,Partnership,No,No,None Listed,631 TRABOLD RD,NOT APPLICABLE,ROCHESTER,NY,14624,7165607875,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.72623 43.1306)
