Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business,Prime Vendor Match,Sub Vendor Match
CT182620248806014,yes,Sub Vendor,DELPHI PLUMBING  HEATING INC,Non-M/WBE,JOC-24-SP Job Order Contract for South Region Plumbing Work,0.0,0.0,0.0,5/1/2024,5/1/2027,3/28/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,82623B0098001,,0,0,HAILEY INSULATION CORP,Women (Non-Minority),Insulation services for South Region Plumbing Work.,No Subcontract Payments Submitted,Construction Services,250000.0,250000.0,0.0,9/30/2024,5/1/2027,009,Yes,No ,DELPHI PLUMBING  HEATING INC,HAILEY INSULATION CORP
CT182620248806014,yes,Sub Vendor,DELPHI PLUMBING  HEATING INC,Non-M/WBE,JOC-24-SP Job Order Contract for South Region Plumbing Work,0.0,0.0,0.0,5/1/2024,5/1/2027,3/28/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,82623B0098001,,0,0,MCVAC ENVIRONMENTAL SERVICES INC,Non-M/WBE,CCTV Inspection & Disposal Services at JOC-24-SP,No Subcontract Payments Submitted,Construction Services,400000.0,400000.0,0.0,9/30/2024,5/1/2027,007,No ,No ,DELPHI PLUMBING  HEATING INC,MCVAC ENVIRONMENTAL SERVICES INC
CT182620248806004,yes,Sub Vendor,ELMHURST ELECTRIC CORP,Black American,BWT-JOC-24 Electrical Job Order Contract for East Region,0.0,0.0,0.0,5/1/2024,5/1/2027,3/28/2024,No ,No ,Department of Environmental Protection,,2,-,WORK/LABOR,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Standardized Services,82623B0096001,,0,0,SOUND ENVIRONMENTAL ASSOCIATES LLC,Women (Non-Minority),Gas Detection work,No Subcontract Payments Submitted,Construction Services,100000.0,100000.0,0.0,2/5/2025,5/1/2027,004,Yes,No ,ELMHURST ELECTRIC CORP,SOUND ENVIRONMENTAL ASSOCIATES LLC
CT182620248806004,yes,Sub Vendor,ELMHURST ELECTRIC CORP,Black American,BWT-JOC-24 Electrical Job Order Contract for East Region,0.0,0.0,0.0,5/1/2024,5/1/2027,3/28/2024,No ,No ,Department of Environmental Protection,,2,-,WORK/LABOR,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Standardized Services,82623B0096001,,0,0,SOUND ENVIRONMENTAL ASSOCIATES LLC,Women (Non-Minority),Gas Detection,ACCO Canceled Subcontract,Construction Services,100000.0,100000.0,0.0,11/1/2024,11/30/2026,003,Yes,No ,ELMHURST ELECTRIC CORP,SOUND ENVIRONMENTAL ASSOCIATES LLC
CT182620248806004,yes,Sub Vendor,ELMHURST ELECTRIC CORP,Black American,BWT-JOC-24 Electrical Job Order Contract for East Region,0.0,0.0,0.0,5/1/2024,5/1/2027,3/28/2024,No ,No ,Department of Environmental Protection,,2,-,WORK/LABOR,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Standardized Services,82623B0096001,,0,0,SOUND ENVIRONMENTAL ASSOCIATES LLC,Women (Non-Minority),Gas Detection,ACCO Canceled Subcontract,Construction Services,100000.0,100000.0,0.0,11/1/2024,12/31/2026,002,Yes,No ,ELMHURST ELECTRIC CORP,SOUND ENVIRONMENTAL ASSOCIATES LLC
CT182620248805971,yes,Prime Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",121769000.0,121769000.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,1015283977.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,JETT INDUSTRIES INC,Not Applicable
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,MCVAC ENVIRONMENTAL SERVICES INC,Non-M/WBE,Vacuum truck services and disposal,ACCO Reviewing Subcontract,Construction Services,114000.0,114000.0,0.0,4/15/2024,7/17/2028,019,No ,No ,JETT INDUSTRIES INC,MCVAC ENVIRONMENTAL SERVICES INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,PMC REBAR INC,Women (Non-Minority),Rebar Install,ACCO Reviewing Subcontract,Construction Services,275064.0,275064.0,0.0,4/15/2025,7/17/2028,017,Yes,No ,JETT INDUSTRIES INC,PMC REBAR INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,TBO SITESCAPES INC,Women (Non-Minority),Concrete site work and paving,ACCO Reviewing Subcontract,Construction Services,62000.0,62000.0,0.0,4/15/2024,7/17/2028,016,Yes,No ,JETT INDUSTRIES INC,TBO SITESCAPES INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,J P HOGAN CORING AND SAWING CORP,Non-M/WBE,Core Drilling and Saw Cutting,ACCO Reviewing Subcontract,Construction Services,59951.21,59951.21,0.0,4/15/2024,7/17/2028,014,No ,No ,JETT INDUSTRIES INC,JP HOGAN CORING  SAWING CORP
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,TRISTAN CONTRACTING CORP,Non-M/WBE,Pipe Insulation,No Subcontract Payments Submitted,Construction Services,21900.0,21900.0,0.0,9/17/2024,7/17/2028,012,No ,No ,JETT INDUSTRIES INC,TRISTAN CONTRACTING CORP
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,BEACH ERECTORS INC,Women (Non-Minority),Install Stainless Steel,ACCO Reviewing Subcontract,Construction Services,3955385.0,3955385.0,0.0,4/15/2024,7/17/2028,013,Yes,No ,JETT INDUSTRIES INC,BEACH ERECTORS INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,PRESTIGE DEVELOPMENT SERVICES INC,Hispanic American,Hazardous Material Abatement,ACCO Reviewing Subcontract,Construction Services,682870.0,682870.0,0.0,4/15/2024,7/17/2028,011,Yes,No ,JETT INDUSTRIES INC,PRESTIGE DEVELOPMENT SERVICES INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,PERI CONTRACTING INC,Non-M/WBE,"Spalled concrete repairs, Concrete tank repairs, & Failed patch repairs",ACCO Reviewing Subcontract,Construction Services,4498405.0,4498405.0,0.0,4/15/2024,7/17/2028,010,No ,No ,JETT INDUSTRIES INC,PETRILLO CONTRACTING INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,CROSSROADS JV LLC,Asian American,Epoxy Lining/Coating and Painting,No Subcontract Payments Submitted,Construction Services,1951200.0,1951200.0,0.0,4/15/2024,7/17/2028,009,No ,No ,JETT INDUSTRIES INC,CROSSROADS JV LLC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,CASSONE LEASING INC,Women (Non-Minority),Job trailer rental,ACCO Reviewing Subcontract,Construction Services,235336.0,235336.0,0.0,12/20/2024,7/17/2028,006,Yes,No ,JETT INDUSTRIES INC,CASSONE LEASING INC
CT182620248805971,yes,Sub Vendor,JETT INDUSTRIES INC,Non-M/WBE,"BB-216: Reconstruction of Primary Tanks, Bowery Bay WRRF",0.0,0.0,0.0,4/15/2024,7/17/2028,4/5/2024,No ,No ,Department of Environmental Protection,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0050001,,0,0,MASS ELECTRIC  CONSTRUCTION CO,Non-M/WBE,Electrical scope,No Subcontract Payments Submitted,Construction Services,4500000.0,4500000.0,0.0,4/15/2024,7/17/2028,003,No ,No ,JETT INDUSTRIES INC,MASS ELECTRIC CONSTRUCTION CO
CT182620248805834,yes,Prime Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",182424972.3,182424972.3,4545381.66,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,1015574291.0,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,Not Applicable
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,ENERGY FENCING INC,Black American,Fencing,ACCO Reviewing Subcontract,Construction Services,72500.0,72500.0,0.0,1/24/2025,1/1/2028,023,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,ENERGY FENCING INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,AQUIFER DRILLING  TESTING INC,Non-M/WBE,Drilling & Boring,ACCO Reviewing Subcontract,Construction Services,28300.0,28300.0,0.0,6/10/2024,1/1/2028,022,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,AQUIFER DRILLING TESTING INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,PHANTOM CARTING INC,Hispanic American,Trucking,ACCO Reviewing Subcontract,Construction Services,900000.0,900000.0,0.0,6/10/2024,1/1/2028,016,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,PHANTOM CARTING INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,PMC REBAR INC,Women (Non-Minority),Rebar furnish and install,ACCO Reviewing Subcontract,Construction Services,939252.9,939252.9,0.0,6/10/2024,1/1/2028,013,Yes,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,PMC REBAR INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,JEG INC,Hispanic American,Waste Hauling,ACCO Reviewing Subcontract,Construction Services,125000.0,125000.0,0.0,6/10/2024,1/1/2028,011,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,JEG INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),"Landscaping, construction mats, silt fence installation, concrete pavers",ACCO Reviewing Subcontract,Construction Services,3187873.4,3187873.4,0.0,6/10/2024,1/1/2028,008,Yes,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,EASTERN LANDSCAPE CONTRACTORS INC
CT182620248805834,yes,Sub Vendor,BOND CIVIL  UTILITY CONSTRUCTION INC,Non-M/WBE,"PS-BX: Little Neck, Linden Place, Park Drive East PS Upgrade",0.0,0.0,0.0,6/10/2024,1/1/2028,5/23/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0036001,,0,0,URBAN FOUNDATION ENGINEERING,Non-M/WBE,"SOE Walls, excavation, new concrete structure",ACCO Reviewing Subcontract,Construction Services,26070000.0,26070000.0,0.0,11/29/2024,1/1/2028,005,No ,No ,BOND CIVIL  UTILITY CONSTRUCTION INC,URBAN FOUNDATIONENGINEERING LLC
CT182620248805667,yes,Prime Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,312086363.0,312086363.0,26412463.22,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,1015553533.0,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,POSILLICO CIVIL INC,Not Applicable
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,DI TRUCKING LLC,Hispanic American,Long Distance Trucking to soil disposal facilities (2nd Tier to Ecoterra).  Needed in addition to Cuenca Trucking due to volume of soil anticipated to be removed from the site.,ACCO Reviewing Subcontract,Construction Services,3223100.0,3223100.0,0.0,1/6/2025,7/23/2027,025,No ,No ,POSILLICO CIVIL INC,DTS TRUCKING LLC
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,BADGER DAYLIGHTING CORP,Non-M/WBE,Vacuum Excavator for desander clean out (2nd Tier to Nicholson),No Subcontract Payments Submitted,Construction Services,30906.9,30906.9,0.0,1/14/2025,1/30/2026,024,No ,No ,POSILLICO CIVIL INC,BADGER DAYLIGHTING CORP
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,JOHN MARTINEZ TRUCKING,Hispanic American,Teamsters for onsite trucking and steward requirement,ACCO Reviewing Subcontract,Construction Services,1567330.55,1567330.55,0.0,12/9/2024,7/25/2027,023,No ,No ,POSILLICO CIVIL INC,JOHN MARTINEZ TRUCKING
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,CUENCA CORONEL TRUCKING INC,Hispanic American,Hauling Services- Transport Non-Haz soils for disposal to facilities in NJ (2nd Tier to Ecoterra),ACCO Reviewing Subcontract,Construction Services,900000.0,900000.0,0.0,11/25/2024,7/23/2027,022,No ,No ,POSILLICO CIVIL INC,CUENCA CORONEL TRUCKING INC
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,AARCO ENVIRONMENTAL SERVICES CORP,Non-M/WBE,Inclinometer and Piezometer Install (Second Tier to Wang),No Subcontract Payments Submitted,Construction Services,124665.0,124665.0,0.0,12/31/2024,7/31/2025,019,No ,No ,POSILLICO CIVIL INC,AARCO ENVIRONMENTAL SERVICES CORP
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,CARLITOS CONTRACTING CORP,Asian American,Site Fence,ACCO Approved Subcontract,Construction Services,124550.0,124550.0,37477.5,8/26/2024,7/25/2027,015,Yes,No ,POSILLICO CIVIL INC,CARLITOS CONTRACTING CORP
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,CARLITOS CONTRACTING CORP,Black American,Site Fence,ACCO Approved Subcontract,Construction Services,124550.0,124550.0,37477.5,8/26/2024,7/25/2027,015,Yes,No ,POSILLICO CIVIL INC,CARLITOS CONTRACTING CORP
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,CARLITOS CONTRACTING CORP,Asian American,Site Fence,ACCO Approved Subcontract,Construction Services,124550.0,124550.0,37477.5,8/26/2024,7/25/2027,015,Yes,No ,POSILLICO CIVIL INC,CARLITOS CONTRACTING CORP
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,ISLAND PAVEMENT CUTTING CO INC,Women (Non-Minority),Waterproofing and saw curring,No Subcontract Payments Submitted,Construction Services,1353900.0,1353900.0,0.0,8/12/2024,7/25/2027,012,Yes,No ,POSILLICO CIVIL INC,ISLAND PAVEMENT CUTTING CO INC
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,CUENCA CORONEL TRUCKING INC,Hispanic American,Trucking,ACCO Approved Subcontract,Construction Services,48000.0,48000.0,7236.8,7/29/2024,7/25/2027,010,No ,No ,POSILLICO CIVIL INC,CUENCA CORONEL TRUCKING INC
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,DAG SECURITY SERVICE INC,Black American,Site Security,ACCO Approved Subcontract,Construction Services,1089718.99,1089718.99,120653.52,6/17/2024,12/6/2026,007,No ,No ,POSILLICO CIVIL INC,DAG SECURITY SERVICE INC
CT182620248805667,yes,Sub Vendor,POSILLICO CIVIL INC,Non-M/WBE,CSO-GC-SFS-OH-CP2: Gowanus Canal Excavation and Foundation,0.0,0.0,0.0,3/29/2024,7/25/2027,3/12/2024,No ,No ,Department of Environmental Protection,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,82623B0082001,,0,0,WANG TECHNOLOGY LLC,Asian American,Geotechnical Instrumentation and Monitoring,ACCO Approved Subcontract,Construction Services,813954.0,813954.0,193600.5,6/10/2024,12/6/2026,002,No ,No ,POSILLICO CIVIL INC,WANG TECHNOLOGY LLC
